LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
1243	Doxazosinum	05909990854417	Doxanorm	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	11,10
1244	Doxazosinum	05909990854417	Doxanorm	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	11,24
1245	Doxazosinum	05909990854516	Doxanorm	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	5,92
1246	Doxazosinum	05909990854516	Doxanorm	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	9,41
1247	Doxazosinum	05909990484911	Doxar	tabletki	1 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	13,01
1248	Doxazosinum	05909990484911	Doxar	tabletki	1 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	11,48
1249	Doxazosinum	05909991276492	Doxar	tabletki	2 mg	28 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1250	Doxazosinum	05909991276492	Doxar	tabletki	2 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	2,58
1251	Doxazosinum	05909991298043	Doxar	tabletki	2 mg	28 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1252	Doxazosinum	05909991298043	Doxar	tabletki	2 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	2,63
1253	Doxazosinum	05909990485017	Doxar	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	14,11
1254	Doxazosinum	05909990485017	Doxar	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	14,25
1255	Doxazosinum	05908289660289	Doxar	tabletki	4 mg	120 tabl.	Przerost gruczołu krokowego; 	ryczałt	12,80
1256	Doxazosinum	05908289660289	Doxar	tabletki	4 mg	120 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	23,35
1257	Doxazosinum	05909991376475	Doxar	tabletki	4 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	4,43
1258	Doxazosinum	05909991276508	Doxar	tabletki	4 mg	28 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1259	Doxazosinum	05909991276508	Doxar	tabletki	4 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	4,78
1260	Doxazosinum	05909991298050	Doxar	tabletki	4 mg	28 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1261	Doxazosinum	05909991298050	Doxar	tabletki	4 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	4,88
1262	Doxazosinum	05909991325626	Doxar	tabletki	4 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	4,57
1263	Doxazosinum	05909990485116	Doxar	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	5,58
1264	Doxazosinum	05909990485116	Doxar	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	9,07
1265	Doxazosinum	05909991288945	Doxazosin Genoptim	tabletki	4 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1266	Doxazosinum	05909991288945	Doxazosin Genoptim	tabletki	4 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	4,82
1267	Doxazosinum	05909990066797	Doxazosin XR Genoptim	tabl. o przedł. uwalnianiu	4 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1268	Doxazosinum	05909990066797	Doxazosin XR Genoptim	tabl. o przedł. uwalnianiu	4 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	4,70
1269	Doxazosinum	05909991149611	Doxonex	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	10,02
1270	Doxazosinum	05909991149611	Doxonex	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	10,16
1271	Doxazosinum	05909991149710	Doxonex	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	8,74
1272	Doxazosinum	05909991149710	Doxonex	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	12,23
1273	Doxazosinum	05909991320737	Doxorion	tabletki	2 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1274	Doxazosinum	05909991320737	Doxorion	tabletki	2 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	2,79
1275	Doxazosinum	05909991320751	Doxorion	tabletki	4 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1276	Doxazosinum	05909991320751	Doxorion	tabletki	4 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	5,16
1277	Doxazosinum	05901720140005	Dozox	tabletki	4 mg	30 tabl.	Przerost gruczołu krokowego; 	ryczałt	5,47
1278	Doxazosinum	05901720140005	Dozox	tabletki	4 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	8,96
1279	Doxazosinum	05901720140012	Dozox	tabletki	4 mg	90 tabl.	Przerost gruczołu krokowego; 	ryczałt	10,06
1280	Doxazosinum	05901720140012	Dozox	tabletki	4 mg	90 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	20,52
1281	Doxazosinum	05909990491315	Kamiren	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	10,03
1282	Doxazosinum	05909990491315	Kamiren	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	10,17
1283	Doxazosinum	05909990491414	Kamiren	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	6,83
1284	Doxazosinum	05909990491414	Kamiren	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	10,32
1285	Doxazosinum	05909990022571	Kamiren XL	tabl. o zmodyfikowanym uwalnianiu	4 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	6,83
1286	Doxazosinum	05909990022571	Kamiren XL	tabl. o zmodyfikowanym uwalnianiu	4 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	10,32
1287	Doxazosinum	05909991013820	Kamiren XL	tabl. o zmodyfikowanym uwalnianiu	4 mg	60 szt.	Przerost gruczołu krokowego; 	ryczałt	9,92
1288	Doxazosinum	05909991013820	Kamiren XL	tabl. o zmodyfikowanym uwalnianiu	4 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	16,89
1289	Doxazosinum	05909990903320	Zoxon 1	tabletki	1 mg	30 szt. (2 blist.po 15 szt.)	Przerost gruczołu krokowego; 	ryczałt	10,86
1290	Doxazosinum	05909990903320	Zoxon 1	tabletki	1 mg	30 szt. (2 blist.po 15 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	9,33
1291	Doxazosinum	05909990903429	Zoxon 2	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	12,89
1292	Doxazosinum	05909990903429	Zoxon 2	tabletki	2 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia; neurogenna dysfunkcja pęcherza u dzieci do 18 roku życia; nieneurogenna dysfunkcja pęcherza u dzieci do 18 roku życia	30%	13,03
1293	Doxazosinum	05909990903511	Zoxon 4	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	5,47
1294	Doxazosinum	05909990903511	Zoxon 4	tabletki	4 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	8,96
1295	Doxazosinum	05909990080267	Zoxon 4	tabletki	4 mg	90 szt. (9 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	15,61
1296	Doxazosinum	05909990080267	Zoxon 4	tabletki	4 mg	90 szt. (9 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; przewlekła choroba nerek u dzieci do 18 roku życia	30%	26,07
1297	Doxycyclinum	05909991330576	Doxycyclinum Polfarmex	kapsułki twarde	100 mg	10 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	4,12
1298	Doxycyclinum	05909990072316	Doxycyclinum TZF	kapsułki twarde	100 mg	10 szt. (2 szt.po 5 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	6,11
1299	Dulaglutidum	05909991219161	Trulicity	roztw. do wstrz.	1.5 mg	2 wstrz.po 0,5 ml	Cukrzyca typu 2, u pacjentów przed włączeniem insuliny, leczonych co najmniej dwoma doustnymi lekami hipoglikemizującymi od co najmniej 6 miesięcy, z HbA1c ≥ 8 %, z otyłością definiowaną jako BMI ≥35 kg/m2 oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa, lub 2)uszkodzenie innych narządów objawiające się poprzez: białkomocz lub przerost lewej komory lub retinopatię, lub 3)obecność 2 lub więcej głównych czynników ryzyka spośród wymienionych poniżej: -wiek ≥ 55 lat dla mężczyzn, ≥60 lat dla kobiet, -dyslipidemia, -nadciśnienie tętnicze, -palenie tytoniu; 	30%	68,19
1300	Duloxetinum	05909991324551	Depratal	tabl. dojelitowe	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	12,48
1301	Duloxetinum	05906414003185	Depratal	tabl. dojelitowe	30 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	19,13
1302	Duloxetinum	05909991324537	Depratal	tabl. dojelitowe	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	19,13
1303	Duloxetinum	05906414003192	Depratal	tabl. dojelitowe	60 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	35,43
1304	Duloxetinum	05909991419776	Dulofor	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	4,77
1305	Duloxetinum	05909991419813	Dulofor	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	8,50
1306	Duloxetinum	05901797710644	Duloxetine Mylan	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	5,27
1307	Duloxetinum	05901797710668	Duloxetine Mylan	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	8,77
1308	Duloxetinum	05909991231040	Duloxetine Zentiva	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	4,77
1309	Duloxetinum	05909991231064	Duloxetine Zentiva	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	8,50
1310	Duloxetinum	05909991386498	Dulsevia	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	5,62
1311	Duloxetinum	05909991222239	Dulsevia	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	5,66
1312	Duloxetinum	05909991222253	Dulsevia	kaps. dojelitowe twarde	30 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	9,65
1313	Duloxetinum	05909991383688	Dulsevia	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	9,57
1314	Duloxetinum	05909991222321	Dulsevia	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	9,65
1315	Duloxetinum	05909991383695	Dulsevia	kaps. dojelitowe twarde	60 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	17,17
1316	Duloxetinum	05909991222345	Dulsevia	kaps. dojelitowe twarde	60 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	17,23
1317	Duloxetinum	05909991352172	Dulsevia	kaps. dojelitowe twarde	90 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	13,22
1318	Duloxetinum	05909991396688	Dulxetenon	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	4,76
1319	Duloxetinum	05909991396664	Dulxetenon	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	8,50
1320	Duloxetinum	05909991249540	Dutilox	kaps. dojelitowe twarde	30 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	5,66
1321	Duloxetinum	05909991249618	Dutilox	kaps. dojelitowe twarde	30 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	9,65
1322	Duloxetinum	05909991249885	Dutilox	kaps. dojelitowe twarde	60 mg	28 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	9,65
1323	Duloxetinum	05909991249946	Dutilox	kaps. dojelitowe twarde	60 mg	56 szt.	Leczenie dużych zaburzeń depresyjnych (F32.2, F32.3, F33.2, F33.3 wg ICD-10); 	30%	17,23
1324	Dutasteridum	05909991328696	Adadut	kaps. miękkie	0.5 mg	30 szt.	Leczenie umiarkowanych do ciężkich objawów łagodnego rozrostu gruczołu krokowego; 	30%	12,65
1325	Dutasteridum	05909991372606	Dutafin	kaps. miękkie	0.5 mg	30 szt.	Leczenie umiarkowanych do ciężkich objawów łagodnego rozrostu gruczołu krokowego; 	30%	6,66
1326	Empagliflozinum	05909991138509	Jardiance	tabletki powlekane	10 mg	28 szt.	Cukrzyca typu 2, u pacjentów przed włączeniem insuliny, leczonych co najmniej dwoma doustnymi lekami hipoglikemizującymi od co najmniej 6 miesięcy, z HbA1c ≥ 8 % oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa, lub 2)uszkodzenie innych narządów objawiające się poprzez: białkomocz lub przerost lewej komory lub retinopatię, lub 3) obecność 3 lub więcej głównych czynników ryzyka spośród wymienionych poniżej: -wiek ≥ 55 lat dla mężczyzn, ≥60 lat dla kobiet, -dyslipidemia, -nadciśnienie tętnicze, -palenie tytoniu, -otyłość; 	30%	54,00
1327	Enalaprilum	05909990015030	Enarenal	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; niewydolność serca inna niż określona w ChPL - u dzieci do 18 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	ryczałt	3,59
1328	Enalaprilum	05909990015054	Enarenal	tabletki	10 mg	60 szt. (6 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; niewydolność serca inna niż określona w ChPL - u dzieci do 18 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	ryczałt	6,72
1329	Enalaprilum	05909990020836	Enarenal	tabletki	20 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; niewydolność serca inna niż określona w ChPL - u dzieci do 18 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	ryczałt	6,40
1330	Enalaprilum	05909990020829	Enarenal	tabletki	20 mg	60 szt. (6 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; niewydolność serca inna niż określona w ChPL - u dzieci do 18 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	ryczałt	12,80
1331	Enalaprilum	05909990014934	Enarenal	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; niewydolność serca inna niż określona w ChPL - u dzieci do 18 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	ryczałt	3,88
1332	Enalaprilum	05909990014958	Enarenal	tabletki	5 mg	60 szt. (6 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; niewydolność serca inna niż określona w ChPL - u dzieci do 18 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	ryczałt	4,70
1333	Enoxaparinum natricum	05909990048328	Clexane	roztwór do wstrzykiwań	100 mg/ml	10 amp.-strz.po 0,2 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; <1>zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; <2>terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL	ryczałt	21,07
